from_grid,to_grid,avg_time
2935529,2933613,15
3529527,3527611,59
3562129,3564045,22
3479794,3479793,15
3529570,3527654,34
3154013,3154012,26
3611954,3611955,69
3665586,3665587,37
3514322,3512406,30
3209537,3209536,15
3564107,3566023,15
3542918,3542917,108
2548545,2548544,15
3516257,3514341,30
3203759,3201843,30
2579063,2579062,280
3493134,3493133,15
3611927,3611928,33
3657873,3657874,15
3479697,3479696,16
3309411,3311327,15
3267328,3267327,15
3518014,3516098,19
3604261,3604260,37
3548678,3550594,42
3591003,3592919,15
3598456,3596540,75
3608140,3608141,15
3596614,3598530,30
3727071,3727070,30
3581242,3581243,35
2812914,2814830,15
3727053,3727054,30
3611899,3613815,15
3690493,3692409,110
3489264,3489263,60
3399210,3399211,18
3309147,3309148,17
3621577,3621578,15
2784164,2784165,15
3506531,3506530,72
3548705,3550621,15
3535262,3533346,56
3069669,3069670,15
3631031,3631032,30
3478065,3479981,97
3393479,3391563,18
3247884,3247883,15
3571707,3571708,30
3278508,3278509,15
3711613,3711614,60
3707741,3709657,15
3577385,3577386,71
3771244,3771243,30
3613810,3613811,30
3422238,3422239,30
3316848,3314932,15
3571641,3569725,15
3861016,3859100,60
3709703,3709704,30
3424146,3426062,22
3556378,3558294,34
3635346,3635347,15
3366635,3364719,22
3489431,3487515,615
3728918,3730834,15
3228792,3226876,15
3131253,3131252,20
2720878,2722794,30
3429908,3429909,45
3357059,3357058,52
3470131,3470132,19
3627276,3627275,15
3644648,3642732,15
3184676,3184675,15
3520098,3522014,18
3711543,3711544,15
3617698,3617697,15
3694367,3694366,22
3496932,3496933,70
3500802,3500803,15
3550690,3550689,15
3119506,3119505,33
3226760,3226759,15
3481605,3479689,50
3730713,3732629,30
3370479,3368563,37
3573742,3571826,60
3638871,3638870,15
3644658,3646574,15
3316969,3316970,130
3470107,3470106,36
3412634,3412633,15
3144432,3144433,120
3303607,3303608,15
3506541,3506542,45
3650215,3650216,15
3571754,3571755,37
3291954,3291955,30
3506532,3506531,41
3661925,3663841,30
3247838,3247839,15
3573891,3573892,15
3625396,3623480,45
3473939,3472023,40
3751764,3751765,30
3483521,3483522,51
3226802,3226801,15
3152041,3150125,15
3470116,3470117,45
3313249,3313248,30
3299585,3297669,15
3079253,3077337,15
3657919,3657918,42
3414569,3412653,23
3755621,3755622,30
3242375,3244291,15
3150172,3152088,23
3581264,3581263,56
3688547,3686631,15
3522009,3520093,15
3404964,3404963,38
3437557,3435641,47
3418439,3416523,15
3615721,3615720,30
3550592,3550591,28
3211431,3213347,15
3703829,3705745,37
3119505,3117589,15
3573627,3575543,15
3828393,3828394,30
3617638,3619554,45
3585273,3585272,15
3657849,3657848,45
3516238,3516239,285
3611903,3611902,22
3746237,3746238,15
3567813,3567812,52
3569748,3569747,40
3602350,3602351,33
3428019,3426103,15
3510340,3508424,32
3548664,3548665,36
3542942,3544858,15
3591171,3593087,30
3558314,3558315,45
3594628,3594627,15
3722978,3721062,40
3447119,3445203,15
3667423,3669339,20
2870397,2870398,15
3523971,3522055,30
3608033,3608032,15
2910556,2910555,30
3542915,3542916,27
3554462,3554461,40
3500941,3500942,30
3541007,3542923,57
3598498,3598497,22
3489288,3489289,80
3504768,3504769,45
3504592,3504591,116
3092671,3092670,15
3742170,3744086,15
3299888,3299889,15
3659827,3659826,30
3609950,3609951,15
3395659,3397575,15
3544850,3544851,61
3514183,3514182,68
3533351,3535267,67
3690494,3690495,172
3516127,3518043,17
3460538,3460539,27
3299712,3299711,15
3799613,3799612,15
3336008,3334092,16
3123537,3123536,15
2556066,2557982,15
3592776,3590860,26
3420318,3420319,25
3642588,3642587,15
3521842,3521841,77
2810937,2810938,15
3598453,3600369,185
3460551,3460552,45
3295754,3295755,15
3590841,3588925,15
3498857,3496941,58
3711628,3711629,30
3558248,3558247,45
3583167,3585083,165
3316942,3316943,17
3510507,3510506,31
2579064,2579063,60
3577484,3579400,85
3657874,3657875,16
3542933,3542932,62
3489358,3491274,67
3497159,3495243,45
3571692,3573608,46
3554392,3552476,50
3694251,3696167,30
3500778,3500777,44
3544965,3544964,45
3734750,3734749,60
3562130,3562131,15
3288206,3290122,15
3428006,3426090,15
3504741,3506657,15
3525694,3525695,38
3284243,3284242,30
3594698,3592782,27
3422284,3422283,30
3541077,3541078,15
2939301,2939302,15
2956586,2954670,30
3671293,3673209,30
3609995,3608079,45
3290113,3292029,45
3600433,3600432,30
3734746,3736662,75
3527713,3527714,30
3533398,3533397,15
3813064,3814980,15
3744178,3746094,75
3364988,3364989,15
2590555,2588639,24
3589254,3587338,15
3136775,3138691,15
3491250,3493166,45
3267004,3267005,30
2912500,2914416,15
3491184,3489268,52
3136750,3134834,16
3544895,3542979,45
3721278,3721277,60
3326540,3326539,26
3590794,3590795,45
3598550,3600466,15
3623655,3623654,20
3527643,3529559,32
3468366,3466450,30
2535214,2533298,15
3236333,3238249,15
2960433,2960434,30
3182959,3184875,80
3738332,3736416,15
2571343,2569427,45
3675458,3675457,15
3654252,3654253,25
3341756,3339840,16
3497168,3497169,30
3121351,3121350,30
2586723,2586722,15
3529722,3529721,60
3734773,3736689,30
3274665,3272749,30
3577400,3579316,45
3489292,3487376,71
3358989,3360905,60
3610108,3610107,30
3744460,3742544,180
3487357,3487356,125
3562148,3562147,25
3634873,3636789,60
3441385,3441386,45
3311244,3311243,15
3746241,3744325,15
3659836,3659837,56
3483577,3485493,30
3416486,3418402,45
3512372,3512371,15
3550578,3550577,49
3648420,3650336,45
3619614,3619615,18
3540994,3542910,18
3554514,3556430,60
3495036,3495037,108
3516113,3518029,47
3278509,3280425,15
3454803,3454804,15
3477790,3477789,40
2996914,2994998,15
3550644,3552560,15
2954690,2954691,30
3636843,3636844,15
3533421,3533422,45
3475855,3473939,49
3682826,3682825,33
3481604,3481603,42
3044750,3044751,15
3383893,3383894,30
3569915,3569914,15
3464372,3464371,60
3537207,3539123,19
3636931,3636930,15
3567809,3569725,17
3468199,3468198,30
3245907,3245906,30
3621483,3621482,15
2598228,2596312,28
3671390,3671391,45
3650219,3648303,45
3399229,3397313,16
3495009,3495010,48
3439474,3441390,30
3613852,3615768,45
3136969,3136970,15
3470107,3468191,60
3393460,3393461,25
3315052,3315051,33
3380084,3380083,15
2669197,2667281,15
3652211,3652210,15
3157767,3159683,15
3751764,3753680,30
3435649,3433733,15
3700117,3700116,22
3424409,3426325,15
3506681,3506682,20
3418439,3418438,75
3395395,3397311,15
3671514,3671515,22
3491324,3491323,70
3437553,3439469,63
3324531,3324532,15
3437557,3437556,45
3623461,3621545,45
3621535,3623451,36
3125203,3125204,15
2780239,2782155,15
3629332,3631248,15
3358975,3360891,15
3803461,3803460,75
3468224,3468225,15
3562385,3560469,15
3382019,3380103,45
3125260,3127176,24
3435715,3435716,52
3588947,3588946,30
3493101,3493102,78
3698139,3698138,27
3510480,3510479,45
3655993,3657909,22
3523856,3523857,15
3496931,3496932,20
3540994,3540995,30
3581527,3581526,15
3537207,3537208,30
2569474,2569475,30
2082985,2082984,15
3558592,3560508,15
3211709,3213625,15
3504605,3502689,18
3512271,3514187,46
3550644,3550645,52
2971894,2971895,30
2952755,2952756,45
3692334,3690418,30
3175146,3175147,15
3167408,3167407,15
3470134,3470133,27
3493232,3493231,45
3522149,3522148,15
2659580,2659581,15
2770699,2770700,15
3782370,3780454,30
3399213,3399212,30
2764987,2763071,15
3719325,3719326,37
3542929,3544845,67
3477790,3475874,24
2872377,2872378,15
3483539,3483538,37
3311244,3309328,15
3305680,3305681,15
3249948,3249949,15
3594838,3594837,15
2920205,2922121,15
3472042,3470126,45
3437539,3439455,17
3661789,3661788,45
2598228,2598227,45
3546742,3546743,69
3537151,3537152,66
3474018,3474019,20
3692377,3690461,15
3604215,3604216,39
3115674,3117590,15
3360901,3360900,30
3688574,3686658,15
2899063,2899064,30
2571506,2573422,30
2918213,2918214,18
2519905,2519906,22
3433714,3431798,16
3330270,3328354,30
3353283,3353282,30
3757533,3757532,15
3435618,3437534,82
3510336,3510337,58
3665770,3663854,15
3571638,3573554,23
3700237,3700238,34
3360910,3362826,15
3590868,3590867,165
3587068,3587067,30
3339984,3339985,30
3586998,3586997,93
2521817,2519901,15
3568134,3566218,20
2902920,2902921,15
3638844,3638843,17
3307382,3305466,15
2128979,2128980,15
3648323,3650239,30
3575677,3575676,135
3504644,3504645,34
3652098,3650182,36
2971912,2971911,165
1966161,1966160,15
3514179,3514180,60
3215315,3215316,48
2824325,2824324,15
3284406,3284407,19
3035174,3035173,30
3527647,3527646,16
2924036,2924035,30
3130932,3129016,15
3485501,3487417,30
3529691,3529692,15
3650540,3648624,15
3429871,3429870,50
3462473,3462474,25
2594385,2594384,60
3533324,3533325,54
3496935,3495019,68
3571729,3569813,15
3506611,3508527,45
3512368,3512369,24
3751712,3749796,15
3632969,3632968,15
3424122,3424121,65
3205718,3205719,22
2703585,2701669,15
3640917,3640916,15
3104173,3102257,15
3506528,3508444,19
3343679,3343680,15
3669339,3671255,67
3742145,3740229,22
3531416,3533332,65
3623400,3625316,17
3546785,3546786,15
3372410,3372411,15
3629253,3627337,45
3418435,3418436,26
3654173,3652257,30
3556634,3554718,15
3677389,3677390,37
3537264,3539180,15
3523777,3523776,114
3546756,3548672,18
3596646,3594730,45
3594711,3592795,40
3188429,3186513,15
3665576,3665575,41
3498843,3498842,15
3466334,3464418,15
3314910,3314911,39
3299836,3297920,60
3487366,3487367,22
3219211,3217295,20
2914383,2914382,15
3464399,3462483,45
3495054,3493138,15
3807329,3807330,45
3573557,3573558,540
3359156,3361072,25
3502851,3502850,30
3286174,3288090,18
2991166,2993082,15
3698121,3700037,15
3579310,3577394,30
3556309,3558225,57
3495023,3496939,47
3290016,3291932,16
3573600,3573601,40
2920209,2920208,65
3652405,3652404,15
3843722,3843723,26
3711659,3711658,15
3456695,3458611,15
3475925,3474009,15
3472315,3474231,20
3585045,3585046,60
3316859,3318775,34
2739987,2739988,15
3606177,3606178,15
3495027,3495026,17
3736661,3736660,81
3592815,3592816,30
3498954,3497038,45
3546760,3546759,15
3240167,3238251,30
3510480,3508564,69
2559954,2558038,15
3272782,3274698,15
3690799,3690800,15
2590528,2590527,90
3665558,3665559,15
3498884,3498883,15
3491279,3491280,135
2895254,2895253,15
2699804,2699803,15
3186591,3184675,15
3508475,3508474,15
3608085,3610001,15
3683045,3684961,30
3479879,3477963,30
3558235,3558234,61
3613865,3615781,15
3014083,3014082,15
3109924,3108008,15
3050558,3052474,15
3251790,3249874,15
3592833,3592832,45
3221062,3219146,32
3496931,3498847,21
3460542,3460541,24
3550606,3548690,18
3535245,3535246,15
2831976,2831975,15
3542956,3542957,39
3759728,3759729,15
3552606,3552607,16
3232564,3232563,45
3489274,3491190,34
3537180,3539096,45
2828247,2830163,15
3698469,3700385,18
2826229,2826230,15
3541021,3542937,40
3709819,3707903,15
3562087,3562088,26
3519959,3521875,20
3646485,3646486,22
3301507,3299591,16
3518223,3516307,45
3498866,3498867,50
3472024,3472025,66
3418658,3420574,22
3746020,3746019,123
3428015,3428016,37
3487384,3487383,15
3677375,3679291,60
3575659,3577575,60
3723229,3721313,15
3727099,3725183,15
3757529,3757530,15
2684526,2684525,30
3309313,3309314,15
3491347,3493263,60
3504605,3504604,15
3324601,3324602,15
3556449,3556450,15
3577594,3577595,27
3328471,3328472,75
3512262,3512261,50
2552335,2550419,15
2002525,2004441,15
3558384,3560300,15
3560319,3560320,17
3610038,3610037,28
3514197,3512281,24
3623414,3623415,45
3541122,3539206,26
3395413,3393497,15
3655993,3655994,15
3533337,3535253,175
3477777,3477776,27
3495023,3495024,39
3554471,3556387,17
3546742,3548658,90
3508444,3508445,46
3623418,3621502,15
3152098,3152097,15
3726914,3726915,30
3713563,3713564,37
3529524,3529525,15
3635164,3635165,19
2399079,2400995,30
3305556,3305557,16
3435618,3435619,52
3370493,3370492,15
3644436,3646352,31
2385665,2387581,45
3343738,3343737,15
3230755,3230754,37
3516103,3514187,52
3585088,3587004,22
3435705,3435704,30
3203870,3203869,20
3642838,3642837,30
2684527,2684526,30
3575566,3573650,30
3519987,3521903,39
3566083,3567999,30
2724777,2724778,15
3447133,3447132,82
3429913,3427997,15
2764988,2764987,15
2935512,2935513,15
3636844,3636845,16
3265295,3263379,15
3588877,3586961,32
3598467,3598468,15
3311073,3312989,25
3125514,3125513,15
3606167,3606166,27
3479762,3481678,45
3481669,3483585,19
2552400,2552401,15
3539095,3539094,37
2692147,2692146,15
2546620,2546621,15
3621661,3621662,15
3640792,3640791,15
3820727,3820726,15
3500788,3500789,25
3592761,3590845,15
3600637,3600638,15
3144377,3146293,15
3644662,3644661,15
3774793,3772877,82
3380070,3378154,15
2615553,2617469,15
3399223,3401139,27
2592473,2592474,57
3747922,3749838,15
3475856,3473940,52
3621521,3623437,25
3242311,3242310,75
3326438,3328354,36
3562426,3560510,15
3506570,3506571,22
2565691,2563775,30
3613870,3613869,15
3483526,3483525,60
3142511,3142512,26
3650247,3648331,43
3470103,3470104,60
2862672,2864588,15
2872405,2874321,30
3433794,3435710,37
3412648,3412647,37
3307477,3307478,30
3514193,3514194,41
3288363,3286447,15
3435636,3433720,37
3535273,3535274,15
3125180,3125179,131
3661924,3661925,35
3514192,3514193,31
3506624,3506625,90
3412633,3410717,28
3403043,3403042,23
3703930,3703929,45
3113757,3113756,15
2899064,2899065,30
3267063,3265147,18
3077290,3075374,15
3142441,3142442,45
1954692,1954691,15
3472037,3473953,90
3311327,3309411,15
3550690,3548774,60
3313248,3313247,15
3646444,3646445,45
3385832,3385831,30
3328416,3328417,15
3560323,3560322,60
3654099,3656015,15
3443315,3443316,15
3472079,3472080,29
3759463,3761379,15
3324549,3324548,15
3795801,3795802,60
3569758,3569759,15
3518237,3516321,45
3564036,3565952,67
3633161,3635077,15
3539092,3541008,58
3581256,3581257,41
3654062,3654061,20
3565888,3565889,26
3320676,3318760,45
3707661,3705745,16
3700088,3700087,15
3441399,3441400,15
3634859,3636775,34
3466321,3464405,15
3552620,3554536,60
3510532,3510533,42
3621470,3619554,60
3623362,3621446,43
3634914,3634915,42
3491213,3491212,18
3564054,3562138,26
3282372,3282373,22
3514336,3514335,67
3491180,3491181,37
3611941,3611942,75
3286386,3286385,15
3583166,3583167,52
3512340,3512341,255
3397335,3397334,18
3621536,3623452,24
3682840,3682839,30
3575673,3575674,165
3318890,3318891,495
3152009,3152010,30
3422224,3424140,105
3516210,3516211,67
3491195,3491196,38
3186587,3186588,15
3588943,3588944,15
2180721,2182637,15
3301669,3303585,30
3719145,3719146,15
3556435,3556436,69
3430158,3432074,22
3504591,3502675,23
3320797,3320798,30
3577386,3577387,30
3586966,3588882,16
3519972,3521888,55
3489376,3487460,48
3502684,3500768,27
3334211,3334210,25
2962330,2962329,15
3294000,3295916,45
3587036,3587037,45
1987196,1989112,30
3477869,3477870,33
3179121,3179120,15
3558398,3558399,19
3305364,3303448,60
2734307,2734308,15
3594754,3592838,45
3518065,3519981,105
3349451,3351367,75
3747941,3746025,15
3611926,3611927,33
2912462,2910546,105
3138681,3138682,15
3552550,3552551,30
3623359,3625275,15
3541012,3539096,184
3489287,3491203,15
3661730,3663646,15
3577474,3575558,165
3510341,3510340,39
3564051,3565967,45
3554457,3554458,66
3600499,3600500,30
3711614,3713530,15
3508503,3508502,15
3874448,3874449,15
3682825,3682824,31
3508558,3506642,15
3577385,3579301,46
3535346,3535345,15
3144422,3144421,75
3238352,3240268,45
3707976,3709892,22
2968089,2968090,15
3521829,3521828,32
3529514,3527598,65
3627314,3627315,15
3648410,3648409,30
3531477,3529561,59
3523773,3525689,47
3562158,3562159,120
3426057,3426056,33
3238246,3238245,30
3569776,3569775,15
3573561,3571645,30
3219179,3219180,30
3242125,3244041,17
3224890,3224889,15
3495013,3493097,130
3643015,3643016,22
3529635,3529636,30
3615971,3615970,15
3598521,3598522,27
3205723,3205722,15
3542989,3542988,15
3508554,3508555,15
3134775,3134774,15
3272768,3272769,45
3531491,3531490,15
3138695,3140611,22
3207737,3207738,15
3493172,3495088,90
3560166,3562082,15
3313105,3315021,15
3660104,3660103,15
3489302,3491218,15
3634863,3634862,15
3132918,3134834,16
3564106,3564107,37
3546788,3546787,40
3313104,3313105,25
3588874,3588875,70
3558258,3558259,49
3527642,3527643,16
3656021,3657937,45
3433743,3433742,56
3063917,3065833,15
3523791,3521875,34
3470106,3470105,65
2866596,2866597,45
3408821,3410737,195
3393461,3395377,15
3146261,3148177,30
3389664,3389663,45
3627453,3627454,15
3575548,3575549,26
3677083,3678999,35
3426043,3426042,180
3500773,3500774,15
3297940,3299856,15
3554476,3552560,60
3273032,3274948,30
3621539,3621538,84
3613920,3613921,15
3385829,3385830,30
3320783,3322699,15
3466302,3468218,16
2952727,2952728,15
3299902,3299903,15
3623447,3621531,15
3311282,3311283,15
3696552,3696551,18
3611944,3610028,15
2569473,2569474,22
2665314,2667230,16
3721162,3723078,15
3516104,3514188,79
3621484,3621483,30
3315160,3317076,45
3535328,3537244,15
3661869,3663785,15
3600429,3602345,75
3500773,3502689,17
3326541,3326540,15
2559899,2559898,15
2853089,2851173,30
2590556,2588640,30
3470106,3468190,65
3077289,3077288,30
3550588,3550589,54
3544826,3544825,30
3447115,3447116,24
3673176,3671260,15
3565892,3563976,15
3502890,3502891,82
3602281,3602282,40
3257451,3259367,15
3600373,3602289,22
3154009,3154010,30
3516104,3516103,69
3435635,3435634,66
3611944,3611943,142
3483595,3483594,37
3650262,3650261,75
2925929,2925928,15
3606376,3606375,45
3727028,3725112,30
3320798,3322714,15
3245906,3245905,15
3527573,3527574,35
3529495,3531411,32
3514196,3512280,73
3657878,3655962,45
3575493,3575494,45
3213398,3211482,15
3542900,3544816,46
3066064,3067980,15
3565958,3565959,28
3217291,3217290,30
3422239,3422240,60
3627314,3629230,15
3519921,3519920,45
3659836,3661752,33
3542971,3542972,57
3721195,3719279,52
3349506,3351422,15
3797711,3795795,15
3592832,3592831,75
3558327,3560243,49
3594860,3594861,30
3518153,3518152,23
3654253,3654254,15
3552550,3554466,15
3552690,3552691,17
3508430,3510346,97
3366649,3364733,15
3328345,3330261,16
3543113,3541197,15
2860755,2862671,30
3663779,3663778,30
3113753,3115669,15
3431886,3431887,15
3788131,3790047,19
3529496,3529497,52
3707660,3707659,30
3590869,3590868,45
2853090,2853089,15
3412769,3412770,30
3433724,3433725,56
3381963,3381962,15
3481600,3481601,25
3263194,3263193,30
3684714,3684715,15
3613800,3613799,35
3437580,3437581,30
3474010,3474009,45
3470102,3470103,75
3539077,3539078,15
3370465,3370464,18
3433725,3435641,41
3556438,3554522,38
3539078,3540994,15
3301493,3301492,51
3648336,3650252,16
2653842,2653841,15
2971911,2969995,115
3516100,3516101,56
3299586,3299585,60
3621540,3621539,45
2328214,2330130,15
3096457,3096456,15
3261422,3261423,55
3642714,3642713,15
3518219,3520135,15
3410732,3410731,30
3470120,3468204,16
3537166,3537167,16
3389650,3387734,15
3429909,3429910,30
3307253,3309169,22
3870548,3872464,15
3330326,3330325,15
3661729,3661730,90
3460528,3460527,41
3201893,3199977,15
2611724,2609808,15
3757515,3759431,30
3594721,3596637,45
3485436,3485435,39
3525977,3524061,15
3142512,3142513,30
3408825,3408824,16
3431887,3431888,37
3288205,3288206,15
3613851,3613852,20
3554407,3552491,16
3598606,3600522,27
3508433,3506517,98
3420317,3422233,15
3516228,3516227,45
3544812,3544811,55
3261282,3263198,15
3631327,3629411,15
3401132,3401133,15
3514192,3516108,48
3562074,3562075,150
3671255,3669339,30
3537184,3537183,50
3004500,3004501,15
3395563,3395564,45
3654044,3655960,15
3610107,3608191,90
3516211,3518127,15
3564175,3564176,56
3602285,3600369,105
3497043,3497044,30
3692414,3692415,41
3782412,3780496,15
2987212,2989128,30
3704121,3706037,45
3563981,3563982,55
3516089,3514173,16
3339916,3341832,30
3493102,3493103,25
2674918,2674917,15
3535258,3537174,58
3581241,3581242,79
3207770,3207769,15
2602069,2602068,15
3724922,3724923,15
3355147,3353231,45
3763208,3765124,37
3560169,3558253,30
3625282,3625283,50
3631063,3629147,27
2560090,2560091,15
2692144,2694060,30
2628954,2627038,15
3531421,3529505,15
3581259,3581258,77
3456709,3456710,90
3512373,3512372,15
3600378,3598462,20
3420294,3418378,15
3709591,3711507,60
3625337,3627253,75
3050494,3048578,15
3631077,3631076,35
3542919,3541003,120
3529569,3529568,15
3481688,3481687,42
3249799,3247883,15
3508434,3508433,71
3562088,3564004,52
3565958,3567874,75
3017916,3017915,15
3464534,3466450,30
3638686,3640602,120
3602284,3602283,94
2849254,2847338,15
3280405,3280404,30
3493106,3491190,78
2816746,2814830,15
3541063,3542979,30
3606164,3606165,57
3523787,3523788,15
3671265,3673181,37
3644453,3642537,15
3343665,3345581,60
3650508,3650509,15
3560165,3560166,15
3540997,3539081,54
3569831,3567915,22
3424150,3424149,17
3474231,3472315,35
3424135,3424134,30
3740638,3740639,30
3518010,3518011,28
3240209,3238293,15
3420331,3420332,30
3361151,3361150,26
3267008,3265092,45
3625281,3625282,47
3516086,3518002,40
3312980,3312981,30
3458690,3456774,45
2600231,2598315,30
3504643,3504644,23
3705750,3705751,30
3560308,3560307,19
3539096,3539095,33
3611889,3611888,30
3449040,3447124,31
3575493,3577409,39
3339985,3339986,30
3337957,3337956,60
3853304,3853303,50
3393516,3393517,42
3537263,3539179,30
3152093,3152094,58
3226759,3224843,19
3519921,3518005,43
3583180,3585096,51
3721195,3721194,75
3694325,3692409,16
3686816,3688732,15
1970062,1970061,15
2715194,2717110,30
3504615,3506531,48
3435650,3435649,15
3516103,3516102,66
2950810,2948894,15
3374331,3374332,20
3345683,3347599,90
3677376,3677377,15
3313244,3315160,30
3154009,3155925,15
3529495,3529496,29
3602545,3602546,15
3523912,3525828,30
3485449,3483533,15
3535273,3537189,15
3309300,3309301,35
3661748,3661747,97
3717362,3719278,35
3673440,3671524,37
3512304,3510388,15
2993082,2994998,30
3493190,3493189,205
3598467,3600383,15
3542901,3544817,26
3477870,3479786,17
3504616,3506532,45
3184671,3186587,15
3320801,3320800,120
3473940,3473939,52
3633094,3633093,15
3722978,3722977,15
3437543,3435627,15
3539162,3539163,15
3585091,3585090,15
3558415,3556499,21
3431817,3431818,18
3406913,3406912,45
3142442,3142443,30
3556439,3556438,18
2766904,2764988,15
3502695,3502696,75
3493315,3493314,45
2594396,2594397,30
3623447,3623446,17
3324546,3324547,15
3351431,3349515,30
3481615,3483531,105
3426039,3426040,15
3341851,3343767,90
3556314,3554398,15
3393520,3391604,60
3468195,3468196,80
2772666,2770750,15
3192490,3194406,210
2793696,2791780,15
3481618,3479702,45
3493087,3493088,15
3604464,3604463,27
3424132,3424133,45
3552499,3552498,58
3539286,3539287,30
3797708,3797709,22
3222928,3221012,15
3725132,3725133,15
3558415,3558414,20
3299916,3299917,15
3623498,3623499,16
3636774,3636775,21
2971908,2971909,30
3397334,3395418,15
3588873,3590789,55
3537183,3535267,44
3872541,3872542,30
3332233,3332232,17
3853301,3855217,22
3405002,3405003,27
3554406,3554405,30
2559898,2557982,18
3518028,3518027,43
3525768,3525767,105
3468213,3466297,27
3314914,3312998,15
3518027,3516111,78
3479847,3479848,15
3506694,3506695,20
3487464,3489380,15
3625421,3627337,15
3606224,3604308,60
3696284,3696285,15
3640718,3642634,60
3393465,3393464,30
3579349,3579350,26
3510550,3510549,20
3521935,3523851,75
3625285,3625284,21
3774720,3774721,15
3544951,3543035,15
3644589,3644590,37
3736633,3736632,30
3458620,3456704,37
3506643,3506642,15
3288099,3286183,16
3525735,3525736,23
3608423,3606507,45
3491198,3491197,46
3527587,3529503,22
3142515,3142514,60
3504731,3502815,15
3527727,3529643,45
3493190,3491274,45
3496936,3496935,30
3598536,3598537,45
2697892,2697893,15
3292041,3292040,15
3359170,3359171,30
2623213,2625129,15
2605893,2603977,17
3527591,3527590,33
3165460,3165459,15
3353251,3353252,15
3521828,3519912,60
3138700,3136784,15
3596577,3594661,15
3614060,3615976,15
3456728,3454812,33
2935515,2935514,15
3725150,3725149,30
3159944,3158028,15
3606163,3608079,46
3659837,3659838,60
3529565,3531481,75
3309146,3309147,15
3633021,3634937,75
3426042,3426041,90
3577404,3577403,25
3165496,3165497,30
3537375,3537376,45
3567939,3566023,51
3527657,3527658,42
3552481,3552482,35
3700014,3700015,45
3525680,3527596,65
3665544,3667460,15
3485502,3485503,54
3604262,3604261,32
2943130,2943131,37
3491194,3493110,82
3376228,3376229,30
3428005,3428004,52
3523772,3523773,42
3497112,3497113,40
3604271,3606187,37
3537472,3539388,45
3684733,3684732,17
2379916,2381832,30
3594861,3594862,15
3502698,3502697,17
3694252,3694253,45
3447115,3449031,25
2991086,2989170,15
3019808,3017892,15
3564050,3564051,15
3544881,3544880,30
3550661,3550660,37
3554458,3556374,15
3274957,3273041,18
3508419,3508418,49
2560093,2560092,15
3761580,3763496,15
3541011,3541010,15
3784300,3786216,18
3265101,3263185,30
3560235,3562151,18
3623502,3623501,19
3525698,3523782,67
3489302,3489303,45
3447133,3445217,49
3479707,3481623,46
3429913,3429912,52
3514196,3514195,201
2696032,2696031,15
3460524,3460525,60
3418410,3418409,30
3611945,3611944,17
3596577,3596576,17
3648266,3648267,55
3493245,3491329,75
3642611,3644527,45
3086871,3086870,15
3514335,3514334,45
3069670,3071586,15
3657878,3657877,49
3203815,3203814,30
3063879,3061963,75
3401271,3403187,15
3496936,3495020,19
3602281,3604197,30
3184602,3184603,15
2770700,2770701,15
3512428,3512427,85
3230876,3232792,20
3516085,3516086,63
3537165,3537166,35
3566031,3566030,30
3167616,3167615,15
3682821,3682822,67
3481619,3479703,127
3767050,3767049,15
3577529,3577528,60
3180820,3180819,15
3542900,3542901,24
3211501,3213417,15
3550852,3550853,15
3684732,3682816,15
3613921,3615837,30
3600708,3600709,30
3767129,3769045,15
3640737,3640736,30
3746015,3746016,15
3702004,3700088,26
3038974,3037058,15
3341812,3339896,30
3669426,3669425,15
3719145,3721061,15
3504606,3502690,32
3554615,3552699,15
3629225,3629224,15
3405002,3406918,27
3548663,3548664,91
3556439,3554523,15
3470117,3470118,63
3684714,3686630,16
3472023,3473939,48
3514193,3516109,63
3613799,3613798,152
3585077,3585076,15
3587105,3587106,15
3684784,3684785,45
3433794,3433795,15
3520060,3518144,52
3253874,3255790,15
3506569,3506570,30
2418242,2420158,15
3196251,3198167,45
2922042,2922043,15
3619628,3621544,35
2548443,2548444,30
3748190,3748189,30
3556438,3556437,24
3763296,3761380,90
2713166,2711250,15
3000685,3000686,15
2552419,2552418,15
3770924,3769008,15
2920204,2922120,15
3152097,3150181,15
3292194,3290278,21
2671048,2669132,15
3035174,3033258,33
3661729,3663645,33
3408797,3406881,26
3552620,3552621,60
3491213,3489297,15
3211630,3211629,37
3816878,3816879,30
3705819,3707735,15
2968090,2968091,22
3724923,3724924,30
3606373,3608289,97
3713562,3713563,37
3312984,3311068,37
2626977,2625061,15
3579349,3581265,18
3550620,3548704,15
3585091,3583175,17
3518010,3519926,50
3717586,3719502,30
3330271,3330270,15
3727039,3728955,30
3565961,3565960,60
2577100,2577099,15
3280406,3280405,15
2552415,2552416,15
3301809,3301810,15
3600502,3598586,30
3498899,3496983,37
3475892,3475893,36
3311073,3311074,57
3447203,3445287,60
3640788,3640789,15
3213397,3211481,45
3307393,3307394,15
3535328,3535329,90
3267045,3267046,30
3217290,3217289,15
3073459,3071543,30
3600638,3600639,60
3539287,3539288,30
3550643,3550644,30
3707660,3705744,30
3707712,3709628,41
3560169,3560168,35
3299711,3299710,15
3611871,3611872,45
3596647,3596646,15
3540993,3540994,37
3615777,3613861,123
3380070,3380069,15
3527646,3527645,16
3686691,3686692,27
3654099,3654100,22
3701949,3701948,45
3075418,3077334,15
3715330,3715331,17
3038970,3038971,15
3671380,3669464,37
3451041,3452957,15
